Feature_name_B	Feature_name_B_prev	Feature_name_B_next
intergenic*YBL056W_YBL055C	YBL056W	YBL055C
YBL055C	intergenic*YBL056W_YBL055C	intergenic*YBL055C_YBL054W
intergenic*YBL055C_YBL054W	YBL055C	YBL054W
YBL054W	intergenic*YBL055C_YBL054W	intergenic*YBL054W_YBL053W
intergenic*YBL054W_YBL053W	YBL054W	YBL053W
YBL053W	intergenic*YBL054W_YBL053W	YBL052C
YBL052C	YBL053W	intergenic*YBL052C_YBL051C
intergenic*YBL052C_YBL051C	YBL052C	YBL051C
YBL051C	intergenic*YBL052C_YBL051C	intergenic*YBL051C_YBL050W
intergenic*YBL051C_YBL050W	YBL051C	YBL050W
YBL050W	intergenic*YBL051C_YBL050W	intergenic*YBL050W_YBL049W
intergenic*YBL050W_YBL049W	YBL050W	YBL049W
YBL049W	intergenic*YBL050W_YBL049W	intergenic*YBL049W_YBL048W
intergenic*YBL049W_YBL048W	YBL049W	YBL048W
YBL048W	intergenic*YBL049W_YBL048W	intergenic*YBL048W_YBL047C
intergenic*YBL048W_YBL047C	YBL048W	YBL047C
YBL047C	intergenic*YBL048W_YBL047C	intergenic*YBL047C_YBL046W
intergenic*YBL047C_YBL046W	YBL047C	YBL046W
YBL046W	intergenic*YBL047C_YBL046W	intergenic*YBL046W_YBL045C
intergenic*YBL046W_YBL045C	YBL046W	YBL045C
YBL045C	intergenic*YBL046W_YBL045C	intergenic*YBL045C_YBL044W
intergenic*YBL045C_YBL044W	YBL045C	YBL044W
YBL044W	intergenic*YBL045C_YBL044W	intergenic*YBL044W_YBL043W
intergenic*YBL044W_YBL043W	YBL044W	YBL043W
YBL043W	intergenic*YBL044W_YBL043W	intergenic*YBL043W_YBL042C
intergenic*YBL043W_YBL042C	YBL043W	YBL042C
YBL042C	intergenic*YBL043W_YBL042C	intergenic*YBL042C_YBL041W
intergenic*YBL042C_YBL041W	YBL042C	YBL041W
YBL041W	intergenic*YBL042C_YBL041W	intergenic*YBL041W_YBL040C
intergenic*YBL041W_YBL040C	YBL041W	YBL040C
YBL040C	intergenic*YBL041W_YBL040C	intergenic*YBL040C_YBL039W-B
intergenic*YBL040C_YBL039W-B	YBL040C	YBL039W-B
YBL039W-B	intergenic*YBL040C_YBL039W-B	intergenic*YBL039W-B_ARS206
intergenic*YBL039W-B_ARS206	YBL039W-B	ARS206
ARS206	intergenic*YBL039W-B_ARS206	intergenic*ARS206_YBL039C
intergenic*ARS206_YBL039C	ARS206	YBL039C
YBL039C	intergenic*ARS206_YBL039C	YBL039C-A
YBL039C-A	YBL039C	intergenic*YBL039C_YBL038W
intergenic*YBL039C_YBL038W	YBL039C-A	YBL038W
YBL038W	intergenic*YBL039C_YBL038W	intergenic*YBL038W_YBL037W
intergenic*YBL038W_YBL037W	YBL038W	YBL037W
YBL037W	intergenic*YBL038W_YBL037W	intergenic*YBL037W_YBL036C
intergenic*YBL037W_YBL036C	YBL037W	YBL036C
YBL036C	intergenic*YBL037W_YBL036C	intergenic*YBL036C_YBL035C
intergenic*YBL036C_YBL035C	YBL036C	YBL035C
YBL035C	intergenic*YBL036C_YBL035C	intergenic*YBL035C_YBL034C
intergenic*YBL035C_YBL034C	YBL035C	YBL034C
YBL034C	intergenic*YBL035C_YBL034C	intergenic*YBL034C_YBL033C
intergenic*YBL034C_YBL033C	YBL034C	YBL033C
YBL033C	intergenic*YBL034C_YBL033C	intergenic*YBL033C_YBL032W
intergenic*YBL033C_YBL032W	YBL033C	YBL032W
YBL032W	intergenic*YBL033C_YBL032W	intergenic*YBL032W_YBL031W
intergenic*YBL032W_YBL031W	YBL032W	YBL031W
YBL031W	intergenic*YBL032W_YBL031W	intergenic*YBL031W_YBL030C
intergenic*YBL031W_YBL030C	YBL031W	YBL030C
YBL030C	intergenic*YBL031W_YBL030C	intergenic*YBL030C_YBL029C-A
intergenic*YBL030C_YBL029C-A	YBL030C	YBL029C-A
YBL029C-A	intergenic*YBL030C_YBL029C-A	intergenic*YBL029C-A_YBL029W
intergenic*YBL029C-A_YBL029W	YBL029C-A	YBL029W
YBL029W	intergenic*YBL029C-A_YBL029W	intergenic*YBL029W_YBL028C
intergenic*YBL029W_YBL028C	YBL029W	YBL028C
YBL028C	intergenic*YBL029W_YBL028C	intergenic*YBL028C_YBL027W
intergenic*YBL028C_YBL027W	YBL028C	YBL027W
YBL027W	intergenic*YBL028C_YBL027W	intergenic*YBL027W_ARS207
intergenic*YBL027W_ARS207	YBL027W	ARS207
ARS207	intergenic*YBL027W_ARS207	intergenic*ARS207_YBL026W
intergenic*ARS207_YBL026W	ARS207	YBL026W
YBL026W	intergenic*ARS207_YBL026W	intergenic*YBL026W_YBL025W
intergenic*YBL026W_YBL025W	YBL026W	YBL025W
YBL025W	intergenic*YBL026W_YBL025W	intergenic*YBL025W_YBL024W
intergenic*YBL025W_YBL024W	YBL025W	YBL024W
YBL024W	intergenic*YBL025W_YBL024W	intergenic*YBL024W_YBL023C
intergenic*YBL024W_YBL023C	YBL024W	YBL023C
YBL023C	intergenic*YBL024W_YBL023C	intergenic*YBL023C_YBL022C
intergenic*YBL023C_YBL022C	YBL023C	YBL022C
YBL022C	intergenic*YBL023C_YBL022C	intergenic*YBL022C_YBL021C
intergenic*YBL022C_YBL021C	YBL022C	YBL021C
YBL021C	intergenic*YBL022C_YBL021C	intergenic*YBL021C_YBL020W
intergenic*YBL021C_YBL020W	YBL021C	YBL020W
YBL020W	intergenic*YBL021C_YBL020W	intergenic*YBL020W_YBL019W
intergenic*YBL020W_YBL019W	YBL020W	YBL019W
YBL019W	intergenic*YBL020W_YBL019W	intergenic*YBL019W_YBL018C
intergenic*YBL019W_YBL018C	YBL019W	YBL018C
YBL018C	intergenic*YBL019W_YBL018C	intergenic*YBL018C_YBL017C
intergenic*YBL018C_YBL017C	YBL018C	YBL017C
YBL017C	intergenic*YBL018C_YBL017C	intergenic*YBL017C_YBL016W
intergenic*YBL017C_YBL016W	YBL017C	YBL016W
YBL016W	intergenic*YBL017C_YBL016W	intergenic*YBL016W_YBL015W
intergenic*YBL016W_YBL015W	YBL016W	YBL015W
YBL015W	intergenic*YBL016W_YBL015W	intergenic*YBL015W_YBLCdelta7
intergenic*YBL015W_YBLCdelta7	YBL015W	YBLCdelta7
YBLCdelta7	intergenic*YBL015W_YBLCdelta7	intergenic*YBLCdelta7_tI(AAU)B
intergenic*YBLCdelta7_tI(AAU)B	YBLCdelta7	tI(AAU)B
tI(AAU)B	intergenic*YBLCdelta7_tI(AAU)B	intergenic*tI(AAU)B_tG(GCC)B
intergenic*tI(AAU)B_tG(GCC)B	tI(AAU)B	tG(GCC)B
tG(GCC)B	intergenic*tI(AAU)B_tG(GCC)B	intergenic*tG(GCC)B_YBLWsigma1
intergenic*tG(GCC)B_YBLWsigma1	tG(GCC)B	YBLWsigma1
YBLWsigma1	intergenic*tG(GCC)B_YBLWsigma1	intergenic*YBLWsigma1_ARS231
intergenic*YBLWsigma1_ARS231	YBLWsigma1	ARS231
ARS231	intergenic*YBLWsigma1_ARS231	intergenic*ARS231_YBL014C
intergenic*ARS231_YBL014C	ARS231	YBL014C
YBL014C	intergenic*ARS231_YBL014C	intergenic*YBL014C_YBL013W
intergenic*YBL014C_YBL013W	YBL014C	YBL013W
YBL013W	intergenic*YBL014C_YBL013W	intergenic*YBL013W_YBL012C
intergenic*YBL013W_YBL012C	YBL013W	YBL012C
YBL012C	intergenic*YBL013W_YBL012C	YBL011W
YBL011W	YBL012C	intergenic*YBL011W_YBL010C
intergenic*YBL011W_YBL010C	YBL011W	YBL010C
YBL010C	intergenic*YBL011W_YBL010C	intergenic*YBL010C_YBL009W
intergenic*YBL010C_YBL009W	YBL010C	YBL009W
YBL009W	intergenic*YBL010C_YBL009W	intergenic*YBL009W_YBL008W-A
intergenic*YBL009W_YBL008W-A	YBL009W	YBL008W-A
YBL008W-A	intergenic*YBL009W_YBL008W-A	intergenic*YBL008W-A_YBL008W
intergenic*YBL008W-A_YBL008W	YBL008W-A	YBL008W
YBL008W	intergenic*YBL008W-A_YBL008W	intergenic*YBL008W_YBL007C
intergenic*YBL008W_YBL007C	YBL008W	YBL007C
YBL007C	intergenic*YBL008W_YBL007C	intergenic*YBL007C_YBL006C
intergenic*YBL007C_YBL006C	YBL007C	YBL006C
YBL006C	intergenic*YBL007C_YBL006C	YBL006W-A
YBL006W-A	YBL006C	intergenic*YBL006C_YBL005W
intergenic*YBL006C_YBL005W	YBL006W-A	YBL005W
YBL005W	intergenic*YBL006C_YBL005W	intergenic*YBL005W_YBLWdelta8
intergenic*YBL005W_YBLWdelta8	YBL005W	YBLWTy1-1
YBLWdelta8	intergenic*YBL005W_YBLWdelta8	YBLWdelta9
YBLWdelta9	YBLWdelta8	intergenic*YBLWTy1-1_tS(AGA)B
YBLWTy1-1	YBLWdelta8	intergenic*YBLWTy1-1_tS(AGA)B
YBL005W-A	YBLWdelta8	intergenic*YBLWTy1-1_tS(AGA)B
YBL005W-B	YBLWdelta8	intergenic*YBLWTy1-1_tS(AGA)B
YBLWdelta10	YBLWdelta8	intergenic*YBLWTy1-1_tS(AGA)B
intergenic*YBLWTy1-1_tS(AGA)B	YBLWTy1-1	tS(AGA)B
tS(AGA)B	intergenic*YBLWTy1-1_tS(AGA)B	intergenic*tS(AGA)B_YBL004W
intergenic*tS(AGA)B_YBL004W	tS(AGA)B	YBL004W
YBL004W	intergenic*tS(AGA)B_YBL004W	intergenic*YBL004W_YBL003C
intergenic*YBL004W_YBL003C	YBL004W	YBL003C
YBL003C	intergenic*YBL004W_YBL003C	intergenic*YBL003C_YBL002W
intergenic*YBL003C_YBL002W	YBL003C	YBL002W
YBL002W	intergenic*YBL003C_YBL002W	intergenic*YBL002W_YBL001C
intergenic*YBL002W_YBL001C	YBL002W	YBL001C
YBL001C	intergenic*YBL002W_YBL001C	intergenic*YBL001C_ARS208
intergenic*YBL001C_ARS208	YBL001C	ARS208
ARS208	intergenic*YBL001C_ARS208	intergenic*ARS208_CEN2
intergenic*ARS208_CEN2	ARS208	CEN2
CEN2	intergenic*ARS208_CEN2	intergenic*CEN2_YBR001C
intergenic*CEN2_YBR001C	CEN2	YBR001C
YBR001C	intergenic*CEN2_YBR001C	intergenic*YBR001C_YBR002C
intergenic*YBR001C_YBR002C	YBR001C	YBR002C
YBR002C	intergenic*YBR001C_YBR002C	intergenic*YBR002C_YBR003W
intergenic*YBR002C_YBR003W	YBR002C	YBR003W
YBR003W	intergenic*YBR002C_YBR003W	intergenic*YBR003W_YBR004C
intergenic*YBR003W_YBR004C	YBR003W	YBR004C
YBR004C	intergenic*YBR003W_YBR004C	intergenic*YBR004C_YBR005W
intergenic*YBR004C_YBR005W	YBR004C	YBR005W
YBR005W	intergenic*YBR004C_YBR005W	intergenic*YBR005W_YBR006W
intergenic*YBR005W_YBR006W	YBR005W	YBR006W
YBR006W	intergenic*YBR005W_YBR006W	intergenic*YBR006W_YBR007C
intergenic*YBR006W_YBR007C	YBR006W	YBR007C
YBR007C	intergenic*YBR006W_YBR007C	intergenic*YBR007C_YBR008C
intergenic*YBR007C_YBR008C	YBR007C	YBR008C
YBR008C	intergenic*YBR007C_YBR008C	intergenic*YBR008C_ARS209
intergenic*YBR008C_ARS209	YBR008C	ARS209
ARS209	intergenic*YBR008C_ARS209	intergenic*ARS209_YBR009C
intergenic*ARS209_YBR009C	ARS209	YBR009C
YBR009C	intergenic*ARS209_YBR009C	intergenic*YBR009C_YBR010W
intergenic*YBR009C_YBR010W	YBR009C	YBR010W
YBR010W	intergenic*YBR009C_YBR010W	intergenic*YBR010W_YBR011C
intergenic*YBR010W_YBR011C	YBR010W	YBR011C
YBR011C	intergenic*YBR010W_YBR011C	intergenic*YBR011C_YBRCdelta11
intergenic*YBR011C_YBRCdelta11	YBR011C	YBRCdelta11
YBRCdelta11	intergenic*YBR011C_YBRCdelta11	intergenic*YBRCdelta11_YBR012C
intergenic*YBRCdelta11_YBR012C	YBRCdelta11	YBR012C
YBR012C	intergenic*YBRCdelta11_YBR012C	intergenic*YBR012C_YBRWTy1-2
intergenic*YBR012C_YBRWTy1-2	YBR012C	YBRWdelta12
YBRWdelta12	intergenic*YBR012C_YBRWTy1-2	YBRWTy1-2
YBRWTy1-2	intergenic*YBR012C_YBRWTy1-2	YBR013C
YBR012W-A	intergenic*YBR012C_YBRWTy1-2	YBR013C
YBR012W-B	intergenic*YBR012C_YBRWTy1-2	YBR013C
YBRWdelta13	intergenic*YBR012C_YBRWTy1-2	YBR013C
YBR013C	intergenic*YBR012C_YBRWTy1-2	intergenic*YBR013C_YBRCdelta14
intergenic*YBR013C_YBRCdelta14	YBR013C	YBRCdelta14
YBRCdelta14	intergenic*YBR013C_YBRCdelta14	intergenic*YBRCdelta14_tT(AGU)B
intergenic*YBRCdelta14_tT(AGU)B	YBRCdelta14	tT(AGU)B
tT(AGU)B	intergenic*YBRCdelta14_tT(AGU)B	intergenic*tT(AGU)B_YBR014C
intergenic*tT(AGU)B_YBR014C	tT(AGU)B	YBR014C
YBR014C	intergenic*tT(AGU)B_YBR014C	intergenic*YBR014C_YBR015C
intergenic*YBR014C_YBR015C	YBR014C	YBR015C
YBR015C	intergenic*YBR014C_YBR015C	intergenic*YBR015C_YBR016W
intergenic*YBR015C_YBR016W	YBR015C	YBR016W
YBR016W	intergenic*YBR015C_YBR016W	intergenic*YBR016W_YBR017C
intergenic*YBR016W_YBR017C	YBR016W	YBR017C
YBR017C	intergenic*YBR016W_YBR017C	intergenic*YBR017C_YBR018C
intergenic*YBR017C_YBR018C	YBR017C	YBR018C
YBR018C	intergenic*YBR017C_YBR018C	intergenic*YBR018C_YBR019C
intergenic*YBR018C_YBR019C	YBR018C	YBR019C
YBR019C	intergenic*YBR018C_YBR019C	intergenic*YBR019C_YBR020W
intergenic*YBR019C_YBR020W	YBR019C	YBR020W
YBR020W	intergenic*YBR019C_YBR020W	intergenic*YBR020W_YBR021W
intergenic*YBR020W_YBR021W	YBR020W	YBR021W
YBR021W	intergenic*YBR020W_YBR021W	intergenic*YBR021W_YBR022W
intergenic*YBR021W_YBR022W	YBR021W	YBR022W
YBR022W	intergenic*YBR021W_YBR022W	intergenic*YBR022W_YBR023C
intergenic*YBR022W_YBR023C	YBR022W	YBR023C
YBR023C	intergenic*YBR022W_YBR023C	intergenic*YBR023C_YBR024W
intergenic*YBR023C_YBR024W	YBR023C	YBR024W
YBR024W	intergenic*YBR023C_YBR024W	intergenic*YBR024W_YBR025C
intergenic*YBR024W_YBR025C	YBR024W	YBR025C
YBR025C	intergenic*YBR024W_YBR025C	intergenic*YBR025C_YBR026C
intergenic*YBR025C_YBR026C	YBR025C	YBR026C
YBR026C	intergenic*YBR025C_YBR026C	intergenic*YBR026C_YBR027C
intergenic*YBR026C_YBR027C	YBR026C	YBR027C
YBR027C	intergenic*YBR026C_YBR027C	intergenic*YBR027C_YBR028C
intergenic*YBR027C_YBR028C	YBR027C	YBR028C
YBR028C	intergenic*YBR027C_YBR028C	intergenic*YBR028C_YBR029C
intergenic*YBR028C_YBR029C	YBR028C	YBR029C
YBR029C	intergenic*YBR028C_YBR029C	intergenic*YBR029C_YBR030W
intergenic*YBR029C_YBR030W	YBR029C	YBR030W
YBR030W	intergenic*YBR029C_YBR030W	intergenic*YBR030W_YBR031W
intergenic*YBR030W_YBR031W	YBR030W	YBR031W
YBR031W	intergenic*YBR030W_YBR031W	intergenic*YBR031W_YBR032W
intergenic*YBR031W_YBR032W	YBR031W	YBR032W
YBR032W	intergenic*YBR031W_YBR032W	intergenic*YBR032W_YBR033W
intergenic*YBR032W_YBR033W	YBR032W	YBR033W
YBR033W	intergenic*YBR032W_YBR033W	intergenic*YBR033W_YBR034C
intergenic*YBR033W_YBR034C	YBR033W	YBR034C
YBR034C	intergenic*YBR033W_YBR034C	intergenic*YBR034C_YBR035C
intergenic*YBR034C_YBR035C	YBR034C	YBR035C
YBR035C	intergenic*YBR034C_YBR035C	intergenic*YBR035C_snR161
intergenic*YBR035C_snR161	YBR035C	snR161
snR161	intergenic*YBR035C_snR161	intergenic*snR161_YBR036C
intergenic*snR161_YBR036C	snR161	YBR036C
YBR036C	intergenic*snR161_YBR036C	intergenic*YBR036C_YBR037C
intergenic*YBR036C_YBR037C	YBR036C	YBR037C
YBR037C	intergenic*YBR036C_YBR037C	intergenic*YBR037C_YBR038W
intergenic*YBR037C_YBR038W	YBR037C	YBR038W
YBR038W	intergenic*YBR037C_YBR038W	intergenic*YBR038W_YBR039W
intergenic*YBR038W_YBR039W	YBR038W	YBR039W
YBR039W	intergenic*YBR038W_YBR039W	intergenic*YBR039W_YBR040W
intergenic*YBR039W_YBR040W	YBR039W	YBR040W
YBR040W	intergenic*YBR039W_YBR040W	intergenic*YBR040W_YBR041W
intergenic*YBR040W_YBR041W	YBR040W	YBR041W
YBR041W	intergenic*YBR040W_YBR041W	intergenic*YBR041W_YBR042C
intergenic*YBR041W_YBR042C	YBR041W	YBR042C
YBR042C	intergenic*YBR041W_YBR042C	intergenic*YBR042C_YBR043C
intergenic*YBR042C_YBR043C	YBR042C	YBR043C
YBR043C	intergenic*YBR042C_YBR043C	intergenic*YBR043C_YBR044C
intergenic*YBR043C_YBR044C	YBR043C	YBR044C
YBR044C	intergenic*YBR043C_YBR044C	intergenic*YBR044C_ARS211
intergenic*YBR044C_ARS211	YBR044C	ARS211
ARS211	intergenic*YBR044C_ARS211	intergenic*ARS211_tV(UAC)B
intergenic*ARS211_tV(UAC)B	ARS211	tV(UAC)B
tV(UAC)B	intergenic*ARS211_tV(UAC)B	intergenic*tV(UAC)B_YBRWdelta15
intergenic*tV(UAC)B_YBRWdelta15	tV(UAC)B	YBRWdelta15
YBRWdelta15	intergenic*tV(UAC)B_YBRWdelta15	YBRWdelta16
YBRWdelta16	YBRWdelta15	intergenic*YBRWdelta16_YBR045C
intergenic*YBRWdelta16_YBR045C	YBRWdelta16	YBR045C
YBR045C	intergenic*YBRWdelta16_YBR045C	intergenic*YBR045C_YBR046C
intergenic*YBR045C_YBR046C	YBR045C	YBR046C
YBR046C	intergenic*YBR045C_YBR046C	intergenic*YBR046C_YBR047W
intergenic*YBR046C_YBR047W	YBR046C	YBR047W
YBR047W	intergenic*YBR046C_YBR047W	intergenic*YBR047W_YBR048W
intergenic*YBR047W_YBR048W	YBR047W	YBR048W
YBR048W	intergenic*YBR047W_YBR048W	intergenic*YBR048W_YBR049C
intergenic*YBR048W_YBR049C	YBR048W	YBR049C
YBR049C	intergenic*YBR048W_YBR049C	intergenic*YBR049C_YBR050C
intergenic*YBR049C_YBR050C	YBR049C	YBR050C
YBR050C	intergenic*YBR049C_YBR050C	YBR051W
YBR051W	YBR050C	intergenic*YBR051W_YBR052C
intergenic*YBR051W_YBR052C	YBR051W	YBR052C
YBR052C	intergenic*YBR051W_YBR052C	intergenic*YBR052C_YBR053C
intergenic*YBR052C_YBR053C	YBR052C	YBR053C
YBR053C	intergenic*YBR052C_YBR053C	intergenic*YBR053C_YBR054W
intergenic*YBR053C_YBR054W	YBR053C	YBR054W
YBR054W	intergenic*YBR053C_YBR054W	intergenic*YBR054W_YBR055C
intergenic*YBR054W_YBR055C	YBR054W	YBR055C
YBR055C	intergenic*YBR054W_YBR055C	intergenic*YBR055C_tL(UAA)B2
intergenic*YBR055C_tL(UAA)B2	YBR055C	tL(UAA)B2
tL(UAA)B2	intergenic*YBR055C_tL(UAA)B2	intergenic*tL(UAA)B2_YBR056W
intergenic*tL(UAA)B2_YBR056W	tL(UAA)B2	YBR056W
YBR056W	intergenic*tL(UAA)B2_YBR056W	intergenic*YBR056W_YBRWdelta17
intergenic*YBR056W_YBRWdelta17	YBR056W	YBRWdelta17
YBRWdelta17	intergenic*YBR056W_YBRWdelta17	intergenic*YBRWdelta17_tQ(UUG)B
intergenic*YBRWdelta17_tQ(UUG)B	YBRWdelta17	tQ(UUG)B
tQ(UUG)B	intergenic*YBRWdelta17_tQ(UUG)B	intergenic*tQ(UUG)B_YBR056W-A
intergenic*tQ(UUG)B_YBR056W-A	tQ(UUG)B	YBR056W-A
YBR056W-A	intergenic*tQ(UUG)B_YBR056W-A	YBR056C-B
YBR056C-B	YBR056W-A	intergenic*YBR056W-A_YBR057C
intergenic*YBR056W-A_YBR057C	YBR056C-B	YBR057C
YBR057C	intergenic*YBR056W-A_YBR057C	intergenic*YBR057C_YBR058C
intergenic*YBR057C_YBR058C	YBR057C	YBR058C
YBR058C	intergenic*YBR057C_YBR058C	intergenic*YBR058C_YBR058C-A
intergenic*YBR058C_YBR058C-A	YBR058C	YBR058C-A
YBR058C-A	intergenic*YBR058C_YBR058C-A	intergenic*YBR058C-A_YBR059C
intergenic*YBR058C-A_YBR059C	YBR058C-A	YBR059C
YBR059C	intergenic*YBR058C-A_YBR059C	intergenic*YBR059C_YBR060C
intergenic*YBR059C_YBR060C	YBR059C	YBR060C
YBR060C	intergenic*YBR059C_YBR060C	intergenic*YBR060C_YBR061C
intergenic*YBR060C_YBR061C	YBR060C	YBR061C
YBR061C	intergenic*YBR060C_YBR061C	intergenic*YBR061C_YBR062C
intergenic*YBR061C_YBR062C	YBR061C	YBR062C
YBR062C	intergenic*YBR061C_YBR062C	intergenic*YBR062C_YBR063C
intergenic*YBR062C_YBR063C	YBR062C	YBR063C
YBR063C	intergenic*YBR062C_YBR063C	YBR064W
YBR064W	YBR063C	intergenic*YBR064W_YBR065C
intergenic*YBR064W_YBR065C	YBR064W	YBR065C
YBR065C	intergenic*YBR064W_YBR065C	intergenic*YBR065C_YBR066C
intergenic*YBR065C_YBR066C	YBR065C	YBR066C
YBR066C	intergenic*YBR065C_YBR066C	intergenic*YBR066C_YBR067C
intergenic*YBR066C_YBR067C	YBR066C	YBR067C
YBR067C	intergenic*YBR066C_YBR067C	intergenic*YBR067C_YBR068C
intergenic*YBR067C_YBR068C	YBR067C	YBR068C
YBR068C	intergenic*YBR067C_YBR068C	intergenic*YBR068C_YBR069C
intergenic*YBR068C_YBR069C	YBR068C	YBR069C
YBR069C	intergenic*YBR068C_YBR069C	intergenic*YBR069C_YBR070C
intergenic*YBR069C_YBR070C	YBR069C	ARS212
ARS212	intergenic*YBR069C_YBR070C	YBR070C
YBR070C	ARS212	intergenic*YBR070C_YBR071W
intergenic*YBR070C_YBR071W	YBR070C	YBR071W
YBR071W	intergenic*YBR070C_YBR071W	intergenic*YBR071W_YBR072W
intergenic*YBR071W_YBR072W	YBR071W	YBR072W
YBR072W	intergenic*YBR071W_YBR072W	intergenic*YBR072W_YBR072C-A
intergenic*YBR072W_YBR072C-A	YBR072W	YBR072C-A
YBR072C-A	intergenic*YBR072W_YBR072C-A	intergenic*YBR072C-A_YBR073W
intergenic*YBR072C-A_YBR073W	YBR072C-A	YBR073W
YBR073W	intergenic*YBR072C-A_YBR073W	intergenic*YBR073W_YBR074W
intergenic*YBR073W_YBR074W	YBR073W	YBR074W
YBR074W	intergenic*YBR073W_YBR074W	ARS213
ARS213	YBR074W	YBR076W
YBR076W	ARS213	intergenic*YBR076W_YBR076C-A
intergenic*YBR076W_YBR076C-A	YBR076W	YBR076C-A
YBR076C-A	intergenic*YBR076W_YBR076C-A	intergenic*YBR076C-A_YBR077C
intergenic*YBR076C-A_YBR077C	YBR076C-A	YBR077C
YBR077C	intergenic*YBR076C-A_YBR077C	intergenic*YBR077C_YBR078W
intergenic*YBR077C_YBR078W	YBR077C	YBR078W
YBR078W	intergenic*YBR077C_YBR078W	intergenic*YBR078W_YBR079C
intergenic*YBR078W_YBR079C	YBR078W	YBR079C
YBR079C	intergenic*YBR078W_YBR079C	intergenic*YBR079C_YBR080C
intergenic*YBR079C_YBR080C	YBR079C	YBR080C
YBR080C	intergenic*YBR079C_YBR080C	intergenic*YBR080C_YBR081C
intergenic*YBR080C_YBR081C	YBR080C	YBR081C
YBR081C	intergenic*YBR080C_YBR081C	intergenic*YBR081C_tR(UCU)B
intergenic*YBR081C_tR(UCU)B	YBR081C	tR(UCU)B
tR(UCU)B	intergenic*YBR081C_tR(UCU)B	intergenic*tR(UCU)B_tD(GUC)B
intergenic*tR(UCU)B_tD(GUC)B	tR(UCU)B	tD(GUC)B
tD(GUC)B	intergenic*tR(UCU)B_tD(GUC)B	intergenic*tD(GUC)B_YBR082C
intergenic*tD(GUC)B_YBR082C	tD(GUC)B	YBR082C
YBR082C	intergenic*tD(GUC)B_YBR082C	intergenic*YBR082C_ARS214
intergenic*YBR082C_ARS214	YBR082C	ARS214
ARS214	intergenic*YBR082C_ARS214	intergenic*ARS214_YBR083W
intergenic*ARS214_YBR083W	ARS214	YBR083W
YBR083W	intergenic*ARS214_YBR083W	intergenic*YBR083W_YBR084W
intergenic*YBR083W_YBR084W	YBR083W	YBR084W
YBR084W	intergenic*YBR083W_YBR084W	intergenic*YBR084W_YBR084C-A
intergenic*YBR084W_YBR084C-A	YBR084W	YBR084C-A
YBR084C-A	intergenic*YBR084W_YBR084C-A	intergenic*YBR084C-A_YBR085W
intergenic*YBR084C-A_YBR085W	YBR084C-A	YBR085W
YBR085W	intergenic*YBR084C-A_YBR085W	intergenic*YBR085W_ARS215
intergenic*YBR085W_ARS215	YBR085W	ARS215
ARS215	intergenic*YBR085W_ARS215	intergenic*ARS215_YBR085C-A
intergenic*ARS215_YBR085C-A	ARS215	YBR085C-A
YBR085C-A	intergenic*ARS215_YBR085C-A	intergenic*YBR085C-A_YBR086C
intergenic*YBR085C-A_YBR086C	YBR085C-A	YBR086C
YBR086C	intergenic*YBR085C-A_YBR086C	intergenic*YBR086C_YBR087W
intergenic*YBR086C_YBR087W	YBR086C	YBR087W
YBR087W	intergenic*YBR086C_YBR087W	intergenic*YBR087W_YBR088C
intergenic*YBR087W_YBR088C	YBR087W	YBR088C
YBR088C	intergenic*YBR087W_YBR088C	YBR089W
YBR089W	YBR088C	intergenic*YBR089W_YBR089C-A
intergenic*YBR089W_YBR089C-A	YBR089W	YBR089C-A
YBR089C-A	intergenic*YBR089W_YBR089C-A	YBR090C
YBR090C	YBR089C-A	intergenic*YBR090C_YBR091C
intergenic*YBR090C_YBR091C	YBR090C	YBR091C
YBR091C	intergenic*YBR090C_YBR091C	intergenic*YBR091C_YBR092C
intergenic*YBR091C_YBR092C	YBR091C	YBR092C
YBR092C	intergenic*YBR091C_YBR092C	intergenic*YBR092C_YBR093C
intergenic*YBR092C_YBR093C	YBR092C	YBR093C
YBR093C	intergenic*YBR092C_YBR093C	intergenic*YBR093C_YBR094W
intergenic*YBR093C_YBR094W	YBR093C	YBR094W
YBR094W	intergenic*YBR093C_YBR094W	intergenic*YBR094W_YBR095C
intergenic*YBR094W_YBR095C	YBR094W	YBR095C
YBR095C	intergenic*YBR094W_YBR095C	intergenic*YBR095C_YBR096W
intergenic*YBR095C_YBR096W	YBR095C	YBR096W
YBR096W	intergenic*YBR095C_YBR096W	intergenic*YBR096W_YBR097W
intergenic*YBR096W_YBR097W	YBR096W	YBR097W
YBR097W	intergenic*YBR096W_YBR097W	intergenic*YBR097W_YBR098W
intergenic*YBR097W_YBR098W	YBR097W	YBR098W
YBR098W	intergenic*YBR097W_YBR098W	YBR099C
YBR099C	YBR098W	intergenic*YBR098W_YBR101C
intergenic*YBR098W_YBR101C	YBR099C	YBR101C
YBR101C	intergenic*YBR098W_YBR101C	intergenic*YBR101C_YBR102C
intergenic*YBR101C_YBR102C	YBR101C	YBR102C
YBR102C	intergenic*YBR101C_YBR102C	intergenic*YBR102C_YBR103W
intergenic*YBR102C_YBR103W	YBR102C	YBR103W
YBR103W	intergenic*YBR102C_YBR103W	intergenic*YBR103W_YBR103C-A
intergenic*YBR103W_YBR103C-A	YBR103W	YBR103C-A
