Feature_name_B_next	Feature_name_B_next_next
YBR019C	intergenic*YBR019C_YBR020W
intergenic*YBR019C_YBR020W	YBR020W
YBR020W	intergenic*YBR020W_YBR021W
intergenic*YBR020W_YBR021W	YBR021W
YBR021W	intergenic*YBR021W_YBR022W
intergenic*YBR021W_YBR022W	YBR022W
YBR022W	intergenic*YBR022W_YBR023C
intergenic*YBR022W_YBR023C	YBR023C
YBR023C	intergenic*YBR023C_YBR024W
intergenic*YBR023C_YBR024W	YBR024W
YBR024W	intergenic*YBR024W_YBR025C
intergenic*YBR024W_YBR025C	YBR025C
YBR025C	intergenic*YBR025C_YBR026C
intergenic*YBR025C_YBR026C	YBR026C
YBR026C	intergenic*YBR026C_YBR027C
intergenic*YBR026C_YBR027C	YBR027C
YBR027C	intergenic*YBR027C_YBR028C
intergenic*YBR027C_YBR028C	YBR028C
YBR028C	intergenic*YBR028C_YBR029C
intergenic*YBR028C_YBR029C	YBR029C
YBR029C	intergenic*YBR029C_YBR030W
intergenic*YBR029C_YBR030W	YBR030W
YBR030W	intergenic*YBR030W_YBR031W
intergenic*YBR030W_YBR031W	YBR031W
YBR031W	intergenic*YBR031W_YBR032W
intergenic*YBR031W_YBR032W	YBR032W
YBR032W	intergenic*YBR032W_YBR033W
intergenic*YBR032W_YBR033W	YBR033W
YBR033W	intergenic*YBR033W_YBR034C
intergenic*YBR033W_YBR034C	YBR034C
YBR034C	intergenic*YBR034C_YBR035C
intergenic*YBR034C_YBR035C	YBR035C
YBR035C	intergenic*YBR035C_snR161
intergenic*YBR035C_snR161	snR161
snR161	intergenic*snR161_YBR036C
intergenic*snR161_YBR036C	YBR036C
YBR036C	intergenic*YBR036C_YBR037C
intergenic*YBR036C_YBR037C	YBR037C
YBR037C	intergenic*YBR037C_YBR038W
intergenic*YBR037C_YBR038W	YBR038W
YBR038W	intergenic*YBR038W_YBR039W
intergenic*YBR038W_YBR039W	YBR039W
YBR039W	intergenic*YBR039W_YBR040W
intergenic*YBR039W_YBR040W	YBR040W
YBR040W	intergenic*YBR040W_YBR041W
intergenic*YBR040W_YBR041W	YBR041W
YBR041W	intergenic*YBR041W_YBR042C
intergenic*YBR041W_YBR042C	YBR042C
YBR042C	intergenic*YBR042C_YBR043C
intergenic*YBR042C_YBR043C	YBR043C
YBR043C	intergenic*YBR043C_YBR044C
intergenic*YBR043C_YBR044C	YBR044C
YBR044C	intergenic*YBR044C_ARS211
intergenic*YBR044C_ARS211	ARS211
ARS211	intergenic*ARS211_tV(UAC)B
intergenic*ARS211_tV(UAC)B	tV(UAC)B
tV(UAC)B	intergenic*tV(UAC)B_YBRWdelta15
intergenic*tV(UAC)B_YBRWdelta15	YBRWdelta15
YBRWdelta15	YBRWdelta16
YBRWdelta16	intergenic*YBRWdelta16_YBR045C
intergenic*YBRWdelta16_YBR045C	YBR045C
YBR045C	intergenic*YBR045C_YBR046C
intergenic*YBR045C_YBR046C	YBR046C
YBR046C	intergenic*YBR046C_YBR047W
intergenic*YBR046C_YBR047W	YBR047W
YBR047W	intergenic*YBR047W_YBR048W
intergenic*YBR047W_YBR048W	YBR048W
YBR048W	intergenic*YBR048W_YBR049C
intergenic*YBR048W_YBR049C	YBR049C
YBR049C	intergenic*YBR049C_YBR050C
intergenic*YBR049C_YBR050C	YBR050C
YBR050C	YBR051W
YBR051W	intergenic*YBR051W_YBR052C
intergenic*YBR051W_YBR052C	YBR052C
YBR052C	intergenic*YBR052C_YBR053C
intergenic*YBR052C_YBR053C	YBR053C
YBR053C	intergenic*YBR053C_YBR054W
intergenic*YBR053C_YBR054W	YBR054W
YBR054W	intergenic*YBR054W_YBR055C
intergenic*YBR054W_YBR055C	YBR055C
YBR055C	intergenic*YBR055C_tL(UAA)B2
intergenic*YBR055C_tL(UAA)B2	tL(UAA)B2
tL(UAA)B2	intergenic*tL(UAA)B2_YBR056W
intergenic*tL(UAA)B2_YBR056W	YBR056W
YBR056W	intergenic*YBR056W_YBRWdelta17
intergenic*YBR056W_YBRWdelta17	YBRWdelta17
YBRWdelta17	intergenic*YBRWdelta17_tQ(UUG)B
intergenic*YBRWdelta17_tQ(UUG)B	tQ(UUG)B
tQ(UUG)B	intergenic*tQ(UUG)B_YBR056W-A
intergenic*tQ(UUG)B_YBR056W-A	YBR056W-A
YBR056W-A	YBR056C-B
YBR056C-B	intergenic*YBR056W-A_YBR057C
intergenic*YBR056W-A_YBR057C	YBR057C
YBR057C	intergenic*YBR057C_YBR058C
intergenic*YBR057C_YBR058C	YBR058C
YBR058C	intergenic*YBR058C_YBR058C-A
intergenic*YBR058C_YBR058C-A	YBR058C-A
YBR058C-A	intergenic*YBR058C-A_YBR059C
intergenic*YBR058C-A_YBR059C	YBR059C
YBR059C	intergenic*YBR059C_YBR060C
intergenic*YBR059C_YBR060C	YBR060C
YBR060C	intergenic*YBR060C_YBR061C
intergenic*YBR060C_YBR061C	YBR061C
YBR061C	intergenic*YBR061C_YBR062C
intergenic*YBR061C_YBR062C	YBR062C
YBR062C	intergenic*YBR062C_YBR063C
intergenic*YBR062C_YBR063C	YBR063C
YBR063C	YBR064W
YBR064W	intergenic*YBR064W_YBR065C
intergenic*YBR064W_YBR065C	YBR065C
YBR065C	intergenic*YBR065C_YBR066C
intergenic*YBR065C_YBR066C	YBR066C
YBR066C	intergenic*YBR066C_YBR067C
intergenic*YBR066C_YBR067C	YBR067C
YBR067C	intergenic*YBR067C_YBR068C
intergenic*YBR067C_YBR068C	YBR068C
YBR068C	intergenic*YBR068C_YBR069C
intergenic*YBR068C_YBR069C	YBR069C
YBR069C	intergenic*YBR069C_YBR070C
intergenic*YBR069C_YBR070C	ARS212
ARS212	YBR070C
YBR070C	intergenic*YBR070C_YBR071W
intergenic*YBR070C_YBR071W	YBR071W
YBR071W	intergenic*YBR071W_YBR072W
intergenic*YBR071W_YBR072W	YBR072W
YBR072W	intergenic*YBR072W_YBR072C-A
intergenic*YBR072W_YBR072C-A	YBR072C-A
YBR072C-A	intergenic*YBR072C-A_YBR073W
intergenic*YBR072C-A_YBR073W	YBR073W
YBR073W	intergenic*YBR073W_YBR074W
intergenic*YBR073W_YBR074W	YBR074W
YBR074W	ARS213
ARS213	YBR076W
YBR076W	intergenic*YBR076W_YBR076C-A
intergenic*YBR076W_YBR076C-A	YBR076C-A
YBR076C-A	intergenic*YBR076C-A_YBR077C
intergenic*YBR076C-A_YBR077C	YBR077C
YBR077C	intergenic*YBR077C_YBR078W
intergenic*YBR077C_YBR078W	YBR078W
YBR078W	intergenic*YBR078W_YBR079C
intergenic*YBR078W_YBR079C	YBR079C
YBR079C	intergenic*YBR079C_YBR080C
intergenic*YBR079C_YBR080C	YBR080C
YBR080C	intergenic*YBR080C_YBR081C
intergenic*YBR080C_YBR081C	YBR081C
YBR081C	intergenic*YBR081C_tR(UCU)B
intergenic*YBR081C_tR(UCU)B	tR(UCU)B
tR(UCU)B	intergenic*tR(UCU)B_tD(GUC)B
intergenic*tR(UCU)B_tD(GUC)B	tD(GUC)B
tD(GUC)B	intergenic*tD(GUC)B_YBR082C
intergenic*tD(GUC)B_YBR082C	YBR082C
YBR082C	intergenic*YBR082C_ARS214
intergenic*YBR082C_ARS214	ARS214
ARS214	intergenic*ARS214_YBR083W
intergenic*ARS214_YBR083W	YBR083W
YBR083W	intergenic*YBR083W_YBR084W
intergenic*YBR083W_YBR084W	YBR084W
YBR084W	intergenic*YBR084W_YBR084C-A
intergenic*YBR084W_YBR084C-A	YBR084C-A
YBR084C-A	intergenic*YBR084C-A_YBR085W
intergenic*YBR084C-A_YBR085W	YBR085W
YBR085W	intergenic*YBR085W_ARS215
intergenic*YBR085W_ARS215	ARS215
ARS215	intergenic*ARS215_YBR085C-A
intergenic*ARS215_YBR085C-A	YBR085C-A
YBR085C-A	intergenic*YBR085C-A_YBR086C
intergenic*YBR085C-A_YBR086C	YBR086C
YBR086C	intergenic*YBR086C_YBR087W
intergenic*YBR086C_YBR087W	YBR087W
YBR087W	intergenic*YBR087W_YBR088C
intergenic*YBR087W_YBR088C	YBR088C
YBR088C	YBR089W
YBR089W	intergenic*YBR089W_YBR089C-A
intergenic*YBR089W_YBR089C-A	YBR089C-A
YBR089C-A	YBR090C
YBR090C	intergenic*YBR090C_YBR091C
intergenic*YBR090C_YBR091C	YBR091C
YBR091C	intergenic*YBR091C_YBR092C
intergenic*YBR091C_YBR092C	YBR092C
YBR092C	intergenic*YBR092C_YBR093C
intergenic*YBR092C_YBR093C	YBR093C
YBR093C	intergenic*YBR093C_YBR094W
intergenic*YBR093C_YBR094W	YBR094W
YBR094W	intergenic*YBR094W_YBR095C
intergenic*YBR094W_YBR095C	YBR095C
YBR095C	intergenic*YBR095C_YBR096W
intergenic*YBR095C_YBR096W	YBR096W
YBR096W	intergenic*YBR096W_YBR097W
intergenic*YBR096W_YBR097W	YBR097W
YBR097W	intergenic*YBR097W_YBR098W
intergenic*YBR097W_YBR098W	YBR098W
YBR098W	YBR099C
YBR099C	intergenic*YBR098W_YBR101C
intergenic*YBR098W_YBR101C	YBR101C
YBR101C	intergenic*YBR101C_YBR102C
intergenic*YBR101C_YBR102C	YBR102C
YBR102C	intergenic*YBR102C_YBR103W
intergenic*YBR102C_YBR103W	YBR103W
YBR103W	intergenic*YBR103W_YBR103C-A
intergenic*YBR103W_YBR103C-A	YBR103C-A
YBR103C-A	intergenic*YBR103C-A_YBR104W
intergenic*YBR103C-A_YBR104W	YBR104W
YBR104W	intergenic*YBR104W_YBR105C
intergenic*YBR104W_YBR105C	YBR105C
YBR105C	intergenic*YBR105C_YBR106W
intergenic*YBR105C_YBR106W	YBR106W
YBR106W	intergenic*YBR106W_YBR107C
intergenic*YBR106W_YBR107C	YBR107C
YBR107C	intergenic*YBR107C_YBR108W
intergenic*YBR107C_YBR108W	YBR108W
YBR108W	intergenic*YBR108W_YBR109C
intergenic*YBR108W_YBR109C	YBR109C
YBR109C	intergenic*YBR109C_YBR109W-A
intergenic*YBR109C_YBR109W-A	YBR109W-A
YBR109W-A	intergenic*YBR109W-A_YBR110W
intergenic*YBR109W-A_YBR110W	YBR110W
YBR110W	intergenic*YBR110W_YBR111C
intergenic*YBR110W_YBR111C	YBR111C
YBR111C	intergenic*YBR111C_YBR111W-A
intergenic*YBR111C_YBR111W-A	YBR111W-A
YBR111W-A	intergenic*YBR111W-A_YBR112C
intergenic*YBR111W-A_YBR112C	YBR112C
YBR112C	YBR113W
YBR113W	intergenic*YBR113W_YBR114W
intergenic*YBR113W_YBR114W	YBR114W
YBR114W	intergenic*YBR114W_YBR115C
intergenic*YBR114W_YBR115C	YBR115C
YBR115C	intergenic*YBR115C_YBR116C
intergenic*YBR115C_YBR116C	YBR116C
YBR116C	YBR117C
YBR117C	intergenic*YBR117C_YBR118W
intergenic*YBR117C_YBR118W	YBR118W
YBR118W	intergenic*YBR118W_YBR119W
intergenic*YBR118W_YBR119W	YBR119W
YBR119W	intergenic*YBR119W_YBR120C
intergenic*YBR119W_YBR120C	YBR120C
YBR120C	intergenic*YBR120C_YBR121C
intergenic*YBR120C_YBR121C	YBR121C
YBR121C	YBR121C-A
YBR121C-A	intergenic*YBR121C_YBR122C
intergenic*YBR121C_YBR122C	YBR122C
YBR122C	intergenic*YBR122C_YBR123C
intergenic*YBR122C_YBR123C	YBR123C
YBR123C	YBR124W
YBR124W	ARS216
ARS216	intergenic*ARS216_YBR125C
intergenic*ARS216_YBR125C	YBR125C
YBR125C	intergenic*YBR125C_YBR126C
intergenic*YBR125C_YBR126C	YBR126C
YBR126C	intergenic*YBR126C_YBR126W-A
intergenic*YBR126C_YBR126W-A	YBR126W-A
YBR126W-A	YBR126W-B
YBR126W-B	intergenic*YBR126W-B_YBR127C
intergenic*YBR126W-B_YBR127C	YBR127C
YBR127C	intergenic*YBR127C_YBR128C
intergenic*YBR127C_YBR128C	YBR128C
YBR128C	intergenic*YBR128C_YBR129C
intergenic*YBR128C_YBR129C	YBR129C
YBR129C	intergenic*YBR129C_YBR130C
intergenic*YBR129C_YBR130C	YBR130C
YBR130C	intergenic*YBR130C_YBR131W
intergenic*YBR130C_YBR131W	YBR131W
YBR131W	YBR131C-A
YBR131C-A	intergenic*YBR131W_YBR132C
intergenic*YBR131W_YBR132C	YBR132C
YBR132C	intergenic*YBR132C_YBR133C
intergenic*YBR132C_YBR133C	YBR133C
YBR133C	YBR134W
YBR134W	intergenic*YBR134W_YBR135W
intergenic*YBR134W_YBR135W	YBR135W
YBR135W	intergenic*YBR135W_YBR136W
intergenic*YBR135W_YBR136W	YBR136W
YBR136W	intergenic*YBR136W_YBR137W
intergenic*YBR136W_YBR137W	YBR137W
YBR137W	intergenic*YBR137W_YBR138C
intergenic*YBR137W_YBR138C	YBR138C
YBR138C	intergenic*YBR138C_YBR139W
intergenic*YBR138C_YBR139W	YBR139W
YBR139W	ARS217
ARS217	YBR140C
YBR140C	intergenic*YBR140C_YBR141C
intergenic*YBR140C_YBR141C	YBR141C
YBR141C	YBR141W-A
YBR141W-A	intergenic*YBR141C_YBR142W
intergenic*YBR141C_YBR142W	YBR142W
YBR142W	intergenic*YBR142W_YBR143C
intergenic*YBR142W_YBR143C	YBR143C
YBR143C	intergenic*YBR143C_YBR144C
intergenic*YBR143C_YBR144C	YBR144C
YBR144C	intergenic*YBR144C_YBR145W
intergenic*YBR144C_YBR145W	YBR145W
YBR145W	intergenic*YBR145W_YBR146W
intergenic*YBR145W_YBR146W	YBR146W
YBR146W	intergenic*YBR146W_YBR147W
intergenic*YBR146W_YBR147W	YBR147W
YBR147W	intergenic*YBR147W_YBR148W
intergenic*YBR147W_YBR148W	YBR148W
YBR148W	intergenic*YBR148W_YBR149W
intergenic*YBR148W_YBR149W	YBR149W
YBR149W	intergenic*YBR149W_YBR150C
intergenic*YBR149W_YBR150C	YBR150C
YBR150C	intergenic*YBR150C_YBR151W
intergenic*YBR150C_YBR151W	YBR151W
YBR151W	intergenic*YBR151W_YBR152W
intergenic*YBR151W_YBR152W	YBR152W
YBR152W	intergenic*YBR152W_YBR153W
intergenic*YBR152W_YBR153W	YBR153W
YBR153W	intergenic*YBR153W_YBR154C
intergenic*YBR153W_YBR154C	YBR154C
YBR154C	intergenic*YBR154C_YBR155W
intergenic*YBR154C_YBR155W	YBR155W
YBR155W	intergenic*YBR155W_YBR156C
intergenic*YBR155W_YBR156C	YBR156C
YBR156C	intergenic*YBR156C_YBR157C
intergenic*YBR156C_YBR157C	YBR157C
YBR157C	intergenic*YBR157C_YBR158W
intergenic*YBR157C_YBR158W	YBR158W
YBR158W	intergenic*YBR158W_YBR159W
intergenic*YBR158W_YBR159W	YBR159W
YBR159W	intergenic*YBR159W_YBR160W
intergenic*YBR159W_YBR160W	YBR160W
YBR160W	intergenic*YBR160W_YBR161W
intergenic*YBR160W_YBR161W	YBR161W
YBR161W	intergenic*YBR161W_YBR162C
intergenic*YBR161W_YBR162C	YBR162C
YBR162C	intergenic*YBR162C_YBR162W-A
intergenic*YBR162C_YBR162W-A	YBR162W-A
YBR162W-A	intergenic*YBR162W-A_YBR163W
intergenic*YBR162W-A_YBR163W	YBR163W
YBR163W	intergenic*YBR163W_YBR164C
intergenic*YBR163W_YBR164C	YBR164C
YBR164C	intergenic*YBR164C_YBR165W
intergenic*YBR164C_YBR165W	YBR165W
YBR165W	intergenic*YBR165W_YBR166C
intergenic*YBR165W_YBR166C	YBR166C
YBR166C	intergenic*YBR166C_YBR167C
intergenic*YBR166C_YBR167C	YBR167C
YBR167C	intergenic*YBR167C_YBR168W
intergenic*YBR167C_YBR168W	YBR168W
YBR168W	intergenic*YBR168W_YBR169C
intergenic*YBR168W_YBR169C	YBR169C
YBR169C	intergenic*YBR169C_YBR170C
intergenic*YBR169C_YBR170C	YBR170C
YBR170C	intergenic*YBR170C_YBR171W
intergenic*YBR170C_YBR171W	YBR171W
YBR171W	intergenic*YBR171W_YBR172C
intergenic*YBR171W_YBR172C	YBR172C
YBR172C	intergenic*YBR172C_YBR173C
intergenic*YBR172C_YBR173C	YBR173C
YBR173C	intergenic*YBR173C_YBR174C
intergenic*YBR173C_YBR174C	YBR174C
YBR174C	YBR175W
YBR175W	intergenic*YBR175W_YBR176W
intergenic*YBR175W_YBR176W	YBR176W
YBR176W	intergenic*YBR176W_YBR177C
intergenic*YBR176W_YBR177C	YBR177C
YBR177C	YBR178W
YBR178W	intergenic*YBR178W_YBR179C
intergenic*YBR178W_YBR179C	YBR179C
YBR179C	intergenic*YBR179C_YBR180W
intergenic*YBR179C_YBR180W	YBR180W
YBR180W	intergenic*YBR180W_YBR181C
intergenic*YBR180W_YBR181C	YBR181C
YBR181C	intergenic*YBR181C_YBR182C
intergenic*YBR181C_YBR182C	YBR182C
YBR182C	intergenic*YBR182C_YBR182C-A
intergenic*YBR182C_YBR182C-A	YBR182C-A
YBR182C-A	intergenic*YBR182C-A_YBR183W
intergenic*YBR182C-A_YBR183W	YBR183W
YBR183W	intergenic*YBR183W_YBR184W
intergenic*YBR183W_YBR184W	YBR184W
YBR184W	intergenic*YBR184W_YBR185C
intergenic*YBR184W_YBR185C	YBR185C
YBR185C	intergenic*YBR185C_YBR186W
intergenic*YBR185C_YBR186W	YBR186W
YBR186W	intergenic*YBR186W_YBR187W
intergenic*YBR186W_YBR187W	YBR187W
YBR187W	intergenic*YBR187W_YBR188C
intergenic*YBR187W_YBR188C	YBR188C
YBR188C	intergenic*YBR188C_YBR189W
intergenic*YBR188C_YBR189W	YBR189W
YBR189W	intergenic*YBR189W_YBR190W
intergenic*YBR189W_YBR190W	YBR190W
YBR190W	YBR191W
YBR191W	intergenic*YBR191W_YBR191W-A
intergenic*YBR191W_YBR191W-A	YBR191W-A
YBR191W-A	intergenic*YBR191W-A_YBR192W
intergenic*YBR191W-A_YBR192W	YBR192W
YBR192W	intergenic*YBR192W_YBR193C
intergenic*YBR192W_YBR193C	YBR193C
YBR193C	intergenic*YBR193C_YBR194W
intergenic*YBR193C_YBR194W	YBR194W
YBR194W	intergenic*YBR194W_YBR195C
intergenic*YBR194W_YBR195C	YBR195C
YBR195C	intergenic*YBR195C_YBR196C
intergenic*YBR195C_YBR196C	YBR196C
YBR196C	intergenic*YBR196C_YBR196C-A
intergenic*YBR196C_YBR196C-A	YBR196C-A
YBR196C-A	intergenic*YBR196C-A_YBR196C-B
intergenic*YBR196C-A_YBR196C-B	YBR196C-B
YBR196C-B	intergenic*YBR196C-B_YBR197C
intergenic*YBR196C-B_YBR197C	YBR197C
YBR197C	intergenic*YBR197C_YBR198C
intergenic*YBR197C_YBR198C	YBR198C
YBR198C	intergenic*YBR198C_YBR199W
intergenic*YBR198C_YBR199W	YBR199W
YBR199W	intergenic*YBR199W_YBR200W
intergenic*YBR199W_YBR200W	YBR200W
YBR200W	intergenic*YBR200W_ARS220
intergenic*YBR200W_ARS220	ARS220
ARS220	intergenic*ARS220_YBR200W-A
intergenic*ARS220_YBR200W-A	YBR200W-A
YBR200W-A	intergenic*YBR200W-A_YBR201W
intergenic*YBR200W-A_YBR201W	YBR201W
YBR201W	intergenic*YBR201W_YBR201C-A
intergenic*YBR201W_YBR201C-A	YBR201C-A
YBR201C-A	intergenic*YBR201C-A_YBR202W
intergenic*YBR201C-A_YBR202W	YBR202W
YBR202W	intergenic*YBR202W_YBR203W
intergenic*YBR202W_YBR203W	YBR203W
YBR203W	ARS221
ARS221	intergenic*ARS221_YBR204C
intergenic*ARS221_YBR204C	YBR204C
YBR204C	intergenic*YBR204C_YBR205W
intergenic*YBR204C_YBR205W	YBR205W
YBR205W	YBR206W
YBR206W	intergenic*YBR206W_YBR207W
intergenic*YBR206W_YBR207W	YBR207W
YBR207W	intergenic*YBR207W_YBR208C
intergenic*YBR207W_YBR208C	YBR208C
YBR208C	intergenic*YBR208C_YBR209W
intergenic*YBR208C_YBR209W	YBR209W
YBR209W	intergenic*YBR209W_tC(GCA)B
intergenic*YBR209W_tC(GCA)B	tC(GCA)B
tC(GCA)B	intergenic*tC(GCA)B_YBRCtau2
intergenic*tC(GCA)B_YBRCtau2	YBRCtau2
YBRCtau2	YBRWdelta18
YBRWdelta18	intergenic*YBRWdelta18_YBRCdelta19
intergenic*YBRWdelta18_YBRCdelta19	YBRCdelta19
YBRCdelta19	intergenic*YBRCdelta19_tE(UUC)B
intergenic*YBRCdelta19_tE(UUC)B	tE(UUC)B
tE(UUC)B	intergenic*tE(UUC)B_YBR210W
intergenic*tE(UUC)B_YBR210W	YBR210W
YBR210W	intergenic*YBR210W_YBR211C
intergenic*YBR210W_YBR211C	YBR211C
YBR211C	intergenic*YBR211C_YBR212W
intergenic*YBR211C_YBR212W	YBR212W
YBR212W	intergenic*YBR212W_YBR213W
intergenic*YBR212W_YBR213W	YBR213W
YBR213W	intergenic*YBR213W_YBR214W
intergenic*YBR213W_YBR214W	YBR214W
YBR214W	intergenic*YBR214W_YBR215W
intergenic*YBR214W_YBR215W	YBR215W
YBR215W	intergenic*YBR215W_YBR216C
intergenic*YBR215W_YBR216C	YBR216C
YBR216C	intergenic*YBR216C_YBR217W
intergenic*YBR216C_YBR217W	YBR217W
YBR217W	intergenic*YBR217W_YBR218C
intergenic*YBR217W_YBR218C	YBR218C
YBR218C	intergenic*YBR218C_YBR219C
intergenic*YBR218C_YBR219C	YBR219C
YBR219C	YBR220C
YBR220C	intergenic*YBR220C_YBR221C
intergenic*YBR220C_YBR221C	YBR221C
YBR221C	intergenic*YBR221C_YBR221W-A
intergenic*YBR221C_YBR221W-A	YBR221W-A
YBR221W-A	intergenic*YBR221W-A_YBR222C
intergenic*YBR221W-A_YBR222C	YBR222C
YBR222C	intergenic*YBR222C_YBR223C
intergenic*YBR222C_YBR223C	YBR223C
YBR223C	YBR223W-A
YBR223W-A	YBR224W
YBR224W	YBR225W
YBR225W	YBR226C
YBR226C	intergenic*YBR226C_YBR227C
intergenic*YBR226C_YBR227C	YBR227C
YBR227C	intergenic*YBR227C_YBR228W
intergenic*YBR227C_YBR228W	YBR228W
YBR228W	intergenic*YBR228W_YBR229C
intergenic*YBR228W_YBR229C	YBR229C
YBR229C	intergenic*YBR229C_YBR230C
intergenic*YBR229C_YBR230C	YBR230C
YBR230C	intergenic*YBR230C_YBR230W-A
intergenic*YBR230C_YBR230W-A	YBR230W-A
YBR230W-A	intergenic*YBR230W-A_LSR1
intergenic*YBR230W-A_LSR1	LSR1
LSR1	intergenic*LSR1_YBR231C
intergenic*LSR1_YBR231C	YBR231C
YBR231C	intergenic*YBR231C_YBR232C
intergenic*YBR231C_YBR232C	YBR232C
YBR232C	YBR233W
YBR233W	intergenic*YBR233W_YBR233W-A
intergenic*YBR233W_YBR233W-A	YBR233W-A
YBR233W-A	intergenic*YBR233W-A_YBR234C
intergenic*YBR233W-A_YBR234C	YBR234C
YBR234C	intergenic*YBR234C_YBR235W
intergenic*YBR234C_YBR235W	YBR235W
YBR235W	intergenic*YBR235W_YBR236C
intergenic*YBR235W_YBR236C	YBR236C
YBR236C	intergenic*YBR236C_YBR237W
intergenic*YBR236C_YBR237W	YBR237W
YBR237W	intergenic*YBR237W_YBR238C
intergenic*YBR237W_YBR238C	YBR238C
YBR238C	intergenic*YBR238C_YBR239C
intergenic*YBR238C_YBR239C	YBR239C
YBR239C	intergenic*YBR239C_YBR240C
intergenic*YBR239C_YBR240C	YBR240C
YBR240C	intergenic*YBR240C_YBR241C
intergenic*YBR240C_YBR241C	YBR241C
YBR241C	intergenic*YBR241C_ARS222
intergenic*YBR241C_ARS222	ARS222
ARS222	intergenic*ARS222_YBR242W
intergenic*ARS222_YBR242W	YBR242W
YBR242W	intergenic*YBR242W_YBR243C
intergenic*YBR242W_YBR243C	YBR243C
YBR243C	intergenic*YBR243C_YBR244W
intergenic*YBR243C_YBR244W	YBR244W
YBR244W	intergenic*YBR244W_YBR245C
intergenic*YBR244W_YBR245C	YBR245C
YBR245C	intergenic*YBR245C_YBR246W
intergenic*YBR245C_YBR246W	YBR246W
YBR246W	intergenic*YBR246W_YBR247C
intergenic*YBR246W_YBR247C	YBR247C
YBR247C	intergenic*YBR247C_YBR248C
intergenic*YBR247C_YBR248C	YBR248C
YBR248C	intergenic*YBR248C_YBR249C
intergenic*YBR248C_YBR249C	YBR249C
YBR249C	intergenic*YBR249C_YBR250W
intergenic*YBR249C_YBR250W	YBR250W
YBR250W	intergenic*YBR250W_YBR251W
intergenic*YBR250W_YBR251W	YBR251W
YBR251W	intergenic*YBR251W_YBR252W
intergenic*YBR251W_YBR252W	YBR252W
YBR252W	intergenic*YBR252W_YBR253W
intergenic*YBR252W_YBR253W	YBR253W
YBR253W	intergenic*YBR253W_YBR254C
intergenic*YBR253W_YBR254C	YBR254C
YBR254C	intergenic*YBR254C_YBR255W
intergenic*YBR254C_YBR255W	YBR255W
YBR255W	intergenic*YBR255W_YBR255C-A
intergenic*YBR255W_YBR255C-A	YBR255C-A
YBR255C-A	intergenic*YBR255C-A_YBR256C
intergenic*YBR255C-A_YBR256C	YBR256C
YBR256C	intergenic*YBR256C_YBR257W
intergenic*YBR256C_YBR257W	YBR257W
YBR257W	intergenic*YBR257W_YBR258C
intergenic*YBR257W_YBR258C	YBR258C
YBR258C	intergenic*YBR258C_YBR259W
intergenic*YBR258C_YBR259W	YBR259W
YBR259W	intergenic*YBR259W_YBR260C
intergenic*YBR259W_YBR260C	YBR260C
YBR260C	intergenic*YBR260C_YBR261C
intergenic*YBR260C_YBR261C	YBR261C
YBR261C	intergenic*YBR261C_YBR262C
intergenic*YBR261C_YBR262C	YBR262C
YBR262C	intergenic*YBR262C_YBR263W
intergenic*YBR262C_YBR263W	YBR263W
YBR263W	intergenic*YBR263W_YBR264C
intergenic*YBR263W_YBR264C	YBR264C
YBR264C	intergenic*YBR264C_YBR265W
intergenic*YBR264C_YBR265W	YBR265W
YBR265W	intergenic*YBR265W_YBR267W
intergenic*YBR265W_YBR267W	YBR267W
YBR267W	YBR266C
YBR266C	intergenic*YBR267W_YBR268W
intergenic*YBR267W_YBR268W	YBR268W
YBR268W	intergenic*YBR268W_ARS224
intergenic*YBR268W_ARS224	ARS224
ARS224	intergenic*ARS224_YBR269C
intergenic*ARS224_YBR269C	YBR269C
YBR269C	intergenic*YBR269C_YBR270C
intergenic*YBR269C_YBR270C	YBR270C
YBR270C	intergenic*YBR270C_YBR271W
intergenic*YBR270C_YBR271W	YBR271W
YBR271W	intergenic*YBR271W_YBR272C
intergenic*YBR271W_YBR272C	YBR272C
YBR272C	intergenic*YBR272C_YBR273C
intergenic*YBR272C_YBR273C	YBR273C
YBR273C	intergenic*YBR273C_YBR274W
intergenic*YBR273C_YBR274W	YBR274W
YBR274W	intergenic*YBR274W_YBR275C
intergenic*YBR274W_YBR275C	YBR275C
YBR275C	intergenic*YBR275C_ARS225
intergenic*YBR275C_ARS225	ARS225
ARS225	YBR276C
YBR276C	intergenic*YBR276C_YBR277C
intergenic*YBR276C_YBR277C	YBR277C
YBR277C	YBR278W
YBR278W	intergenic*YBR278W_YBR279W
intergenic*YBR278W_YBR279W	YBR279W
YBR279W	intergenic*YBR279W_YBR280C
intergenic*YBR279W_YBR280C	YBR280C
YBR280C	intergenic*YBR280C_YBR281C
intergenic*YBR280C_YBR281C	YBR281C
YBR281C	intergenic*YBR281C_YBR282W
intergenic*YBR281C_YBR282W	YBR282W
YBR282W	intergenic*YBR282W_YBR283C
intergenic*YBR282W_YBR283C	YBR283C
YBR283C	intergenic*YBR283C_YBR284W
intergenic*YBR283C_YBR284W	YBR284W
YBR284W	intergenic*YBR284W_YBR285W
intergenic*YBR284W_YBR285W	YBR285W
YBR285W	intergenic*YBR285W_YBR286W
intergenic*YBR285W_YBR286W	YBR286W
YBR286W	intergenic*YBR286W_YBR287W
intergenic*YBR286W_YBR287W	YBR287W
